# {"t_start": 1597490725.952815, "env_id": "HopperBulletEnv-v0"} 
r,l,t
17.190948,6,64.252804
19.989057,7,64.268305
8.624654,10,64.288173
23.049313,11,64.320651
16.0998,9,64.345052
12.704403,9,64.365588
13.572445,5,64.378935
16.766326,7,64.397885
15.856118,5,64.414079
15.971054,8,64.437125
22.003536,15,64.470912
16.138357,7,64.492479
16.678805,5,64.515599
21.952013,13,64.560936
15.07622,7,64.583948
17.28462,7,64.602765
17.766929,10,64.627299
13.0019,11,64.651922
15.702546,8,64.670749
14.733975,5,64.682354
15.738447,10,64.702046
19.396545,15,64.734464
15.361753,7,64.748733
19.829618,7,64.763767
21.710195,10,64.783186
17.471613,8,64.800271
15.239896,15,64.827063
16.121605,5,64.83658
20.860354,12,64.85899
16.145478,6,64.870922
13.259673,5,64.880176
23.879061,16,64.914025
15.13357,5,64.923793
13.839202,10,64.942377
16.025681,6,64.953918
15.573473,6,64.965659
19.416474,19,65.001564
14.031397,5,65.012415
17.249853,7,65.024962
18.247812,9,65.042058
17.30316,5,65.052672
18.394182,7,65.066325
16.936411,10,65.087293
19.127352,13,65.120921
15.647259,12,65.146335
15.970469,10,65.170481
13.300212,8,65.185936
17.766198,6,65.19729
16.92691,8,65.212498
20.669495,8,65.228542
17.43092,10,65.249061
13.666386,8,65.26663
19.489015,16,65.297637
15.313962,8,65.313877
20.526194,8,65.328887
18.589898,8,65.343626
16.216879,8,65.358629
18.036966,10,65.376657
18.983187,7,65.389723
17.744733,9,65.406187
15.388277,7,65.419172
17.786257,6,65.430876
16.968431,15,65.457883
18.700938,9,65.474778
20.568838,18,65.510954
18.996337,6,65.522417
17.77873,17,65.554327
19.047524,13,65.578094
19.405598,8,65.592883
20.298118,9,65.609686
16.453455,12,65.631154
15.476729,5,65.64084
19.048297,11,65.660461
21.894685,9,65.676544
16.840467,6,65.687525
13.840424,7,65.700707
15.090592,9,65.717278
20.120344,13,65.740665
19.768722,17,65.772039
22.144107,12,65.792051
15.092702,6,65.803183
16.314383,10,65.822007
13.951591,6,65.832902
19.411959,14,65.858559
20.232677,8,65.873559
17.179858,8,65.889249
16.380925,21,65.928341
16.402837,6,66.723229
15.986656,12,66.744346
17.035897,6,66.755632
16.779911,7,66.768735
19.397331,17,66.797369
17.392523,7,66.809971
15.100892,10,66.827356
15.045956,6,66.838235
15.41586,6,66.849301
20.019999,9,66.865277
16.328686,5,66.874162
20.372885,12,66.895457
20.067225,17,66.925408
21.731731,12,66.946475
17.264435,9,66.96333
16.964219,10,66.980848
16.291462,5,66.990163
18.950544,8,67.004687
17.857211,7,67.016984
20.919519,13,67.039357
16.46389,8,67.053421
10.434179,11,67.072657
15.778409,8,67.087201
17.584961,18,67.117937
12.261314,5,67.12744
18.078848,7,67.140402
16.264703,6,67.151694
19.997484,8,67.166542
17.636584,7,67.179822
19.335537,6,67.191656
16.445601,8,67.206134
15.471977,5,67.215541
17.72118,7,67.228157
15.622304,12,67.248624
20.916661,7,67.261816
18.554325,7,67.274569
17.561013,12,67.295373
18.660325,10,67.313294
19.325356,5,67.322586
17.319152,6,67.33337
18.844237,9,67.349742
14.0705,11,67.369213
16.008057,7,67.381837
18.303613,8,67.396325
14.856997,5,67.405434
14.818584,6,67.416552
14.869604,9,67.432359
19.460041,8,67.446766
19.7657,12,67.46809
12.483318,7,67.481419
18.984218,11,67.501982
10.512302,16,67.531194
19.07486,8,67.546272
16.048589,7,67.558774
20.241539,12,67.579892
